Rating_ID,Customer_ID,Product_ID,Rating,Review_Text,Rating_Date
RAT_000157,CUST_01321,PROD_00581,5,Top notch performance and build.,2026-09-11 10:13:01
RAT_000158,CUST_02523,PROD_00353,4,"Works as described, pleased with quality.",2026-03-27 17:11:21
RAT_000159,CUST_00407,PROD_00540,3,Meets basic expectations.,2026-05-25 19:40:02
RAT_000160,CUST_00407,PROD_00506,4,"Good product, very satisfied with the purchase.",2026-05-22 19:42:40
RAT_000161,CUST_00772,PROD_00325,4,"Works as described, pleased with quality.",2026-08-26 10:26:06
RAT_000162,CUST_01895,PROD_00608,4,"Works as described, pleased with quality.",2026-05-07 11:33:13
RAT_000163,CUST_01805,PROD_00159,4,"Good product, very satisfied with the purchase.",2026-09-07 18:59:10
RAT_000164,CUST_01962,PROD_00206,5,Absolutely loved this! Highly recommended.,2026-04-20 15:52:57
RAT_000165,CUST_01616,PROD_00615,3,Meets basic expectations.,2026-05-14 02:11:04
RAT_000166,CUST_01579,PROD_00291,5,Absolutely loved this! Highly recommended.,2026-06-29 20:58:00
RAT_000167,CUST_01579,PROD_00258,3,Decent purchase. Average experience.,2026-06-29 21:02:20
RAT_000168,CUST_01995,PROD_00150,3,Meets basic expectations.,2026-07-26 20:46:37
RAT_000169,CUST_02057,PROD_00006,4,"Works as described, pleased with quality.",2026-06-26 18:39:28
RAT_000170,CUST_02188,PROD_00325,4,Value for money. Delivery was fast.,2026-03-31 03:47:24
RAT_000171,CUST_02375,PROD_00338,3,Decent purchase. Average experience.,2026-07-28 00:00:13
RAT_000172,CUST_00488,PROD_00287,3,Decent purchase. Average experience.,2026-05-23 16:58:37
RAT_000173,CUST_02238,PROD_00298,4,"Works as described, pleased with quality.",2026-05-13 21:04:07
RAT_000174,CUST_01233,PROD_00362,5,Top notch performance and build.,2026-04-15 09:52:01
RAT_000175,CUST_02877,PROD_00009,4,Value for money. Delivery was fast.,2026-04-14 18:06:59
RAT_000176,CUST_01327,PROD_00286,2,Could have been better. Material feels average.,2026-06-10 17:45:15
RAT_000177,CUST_00851,PROD_00556,5,Absolutely loved this! Highly recommended.,2026-06-30 22:14:06
RAT_000178,CUST_00413,PROD_00088,4,"Good product, very satisfied with the purchase.",2026-07-15 06:59:25
RAT_000179,CUST_02878,PROD_00161,3,Decent purchase. Average experience.,2026-09-07 15:17:12
RAT_000180,CUST_00753,PROD_00455,4,"Good product, very satisfied with the purchase.",2026-03-16 00:54:07
RAT_000181,CUST_00807,PROD_00061,4,"Works as described, pleased with quality.",2026-08-04 11:12:41
RAT_000182,CUST_02980,PROD_00166,4,"Works as described, pleased with quality.",2026-05-04 03:18:10
RAT_000183,CUST_00586,PROD_00079,4,"Good product, very satisfied with the purchase.",2026-05-30 03:25:20
RAT_000184,CUST_00253,PROD_00057,3,Okay for the price point.,2026-03-28 21:11:59
RAT_000185,CUST_02560,PROD_00182,4,Value for money. Delivery was fast.,2026-04-20 12:25:51
RAT_000186,CUST_00816,PROD_00371,4,Value for money. Delivery was fast.,2026-05-19 06:31:13
RAT_000187,CUST_01068,PROD_00307,4,"Works as described, pleased with quality.",2026-07-17 08:26:00
RAT_000188,CUST_00714,PROD_00055,4,"Works as described, pleased with quality.",2026-06-27 03:35:32
RAT_000189,CUST_00714,PROD_00073,3,Meets basic expectations.,2026-06-28 03:36:21
RAT_000190,CUST_00714,PROD_00077,5,Absolutely loved this! Highly recommended.,2026-06-26 03:37:35
RAT_000191,CUST_01868,PROD_00598,5,Absolutely loved this! Highly recommended.,2026-05-21 15:30:00
RAT_000192,CUST_00313,PROD_00298,4,"Good product, very satisfied with the purchase.",2026-07-27 09:30:08
RAT_000193,CUST_01556,PROD_00267,3,Meets basic expectations.,2026-06-11 10:48:09
RAT_000194,CUST_02777,PROD_00280,4,"Works as described, pleased with quality.",2026-06-09 07:13:35
RAT_000195,CUST_02870,PROD_00197,4,"Good product, very satisfied with the purchase.",2026-05-30 12:04:33
RAT_000196,CUST_02328,PROD_00219,5,"Exceptional quality, surpassed expectations!",2026-08-13 19:37:22
RAT_000197,CUST_01464,PROD_00012,4,"Works as described, pleased with quality.",2026-04-13 22:21:09
RAT_000198,CUST_01416,PROD_00459,2,Slightly disappointed with specs.,2026-03-25 04:23:21
RAT_000199,CUST_01560,PROD_00143,3,Okay for the price point.,2026-07-22 06:42:14
RAT_000200,CUST_02521,PROD_00039,4,"Works as described, pleased with quality.",2026-03-26 14:12:31
RAT_000201,CUST_01619,PROD_00027,4,"Works as described, pleased with quality.",2026-08-15 21:21:15
RAT_000202,CUST_00723,PROD_00464,4,"Good product, very satisfied with the purchase.",2026-06-14 05:58:41
RAT_000203,CUST_02317,PROD_00208,4,"Works as described, pleased with quality.",2026-06-23 18:00:02
RAT_000204,CUST_00697,PROD_00275,4,"Good product, very satisfied with the purchase.",2026-03-28 03:10:20
RAT_000205,CUST_01088,PROD_00479,3,Okay for the price point.,2026-08-08 01:45:28
RAT_000206,CUST_02643,PROD_00457,5,"Exceptional quality, surpassed expectations!",2026-08-09 23:49:03
RAT_000207,CUST_02941,PROD_00091,4,"Good product, very satisfied with the purchase.",2026-06-25 19:46:03
RAT_000208,CUST_02884,PROD_00367,3,Okay for the price point.,2026-07-09 11:57:30
RAT_000209,CUST_02677,PROD_00435,4,"Good product, very satisfied with the purchase.",2026-04-03 15:21:27
RAT_000210,CUST_00544,PROD_00098,2,Slightly disappointed with specs.,2026-05-18 20:11:32
RAT_000211,CUST_01859,PROD_00355,5,Top notch performance and build.,2026-04-11 03:24:20
RAT_000212,CUST_01507,PROD_00290,4,"Good product, very satisfied with the purchase.",2026-09-01 17:57:13
RAT_000213,CUST_01507,PROD_00283,4,Value for money. Delivery was fast.,2026-09-01 17:59:56
RAT_000214,CUST_02550,PROD_00520,4,"Good product, very satisfied with the purchase.",2026-08-28 14:52:39
RAT_000215,CUST_01976,PROD_00337,3,Meets basic expectations.,2026-04-20 20:16:14
RAT_000216,CUST_01949,PROD_00524,4,"Works as described, pleased with quality.",2026-08-18 04:25:13
RAT_000217,CUST_00582,PROD_00169,3,Meets basic expectations.,2026-07-08 20:50:41
RAT_000218,CUST_02384,PROD_00311,3,Meets basic expectations.,2026-07-30 00:53:13
RAT_000219,CUST_00412,PROD_00300,4,"Good product, very satisfied with the purchase.",2026-07-10 15:52:55
RAT_000220,CUST_02620,PROD_00515,4,"Good product, very satisfied with the purchase.",2026-03-18 11:33:02
RAT_000221,CUST_01451,PROD_00552,2,Slightly disappointed with specs.,2026-07-24 18:51:19
RAT_000222,CUST_02525,PROD_00042,5,"Exceptional quality, surpassed expectations!",2026-06-15 11:26:11
RAT_000223,CUST_01589,PROD_00014,4,Value for money. Delivery was fast.,2026-09-08 16:25:38
RAT_000224,CUST_00725,PROD_00340,4,"Works as described, pleased with quality.",2026-08-13 07:23:39
RAT_000225,CUST_01298,PROD_00056,3,Okay for the price point.,2026-08-19 15:23:57
RAT_000226,CUST_00848,PROD_00224,3,Decent purchase. Average experience.,2026-06-07 01:50:03
RAT_000227,CUST_01292,PROD_00138,5,Absolutely loved this! Highly recommended.,2026-03-31 20:37:01
RAT_000228,CUST_01544,PROD_00004,3,Meets basic expectations.,2026-06-01 17:33:03
RAT_000229,CUST_01975,PROD_00112,4,Value for money. Delivery was fast.,2026-08-23 21:49:30
RAT_000230,CUST_02260,PROD_00408,4,"Good product, very satisfied with the purchase.",2026-07-07 09:18:57
RAT_000231,CUST_02095,PROD_00577,2,Could have been better. Material feels average.,2026-06-05 18:49:08
RAT_000232,CUST_02597,PROD_00045,5,Absolutely loved this! Highly recommended.,2026-05-09 01:43:12
RAT_000233,CUST_00770,PROD_00284,5,Top notch performance and build.,2026-04-30 09:26:06
RAT_000234,CUST_01360,PROD_00458,3,Decent purchase. Average experience.,2026-05-19 10:40:16
RAT_000235,CUST_02699,PROD_00210,3,Meets basic expectations.,2026-07-27 00:51:19
RAT_000236,CUST_02824,PROD_00237,3,Okay for the price point.,2026-06-15 12:42:03
RAT_000237,CUST_01063,PROD_00017,5,Top notch performance and build.,2026-08-11 13:05:39
RAT_000238,CUST_02794,PROD_00003,3,Meets basic expectations.,2026-06-03 14:32:41
RAT_000239,CUST_01889,PROD_00193,3,Okay for the price point.,2026-05-26 17:12:46
RAT_000240,CUST_01196,PROD_00115,3,Meets basic expectations.,2026-08-29 23:32:40
RAT_000241,CUST_00966,PROD_00199,4,Value for money. Delivery was fast.,2026-08-27 14:00:13
RAT_000242,CUST_01665,PROD_00501,4,Value for money. Delivery was fast.,2026-05-20 07:50:43
RAT_000243,CUST_01215,PROD_00470,4,"Works as described, pleased with quality.",2026-08-19 00:09:24
RAT_000244,CUST_02397,PROD_00055,4,"Works as described, pleased with quality.",2026-08-19 22:50:12
RAT_000245,CUST_01677,PROD_00454,4,"Works as described, pleased with quality.",2026-06-06 22:23:25
RAT_000246,CUST_02188,PROD_00134,4,"Good product, very satisfied with the purchase.",2026-06-13 15:43:50
RAT_000247,CUST_02305,PROD_00538,4,Value for money. Delivery was fast.,2026-06-29 22:48:00
RAT_000248,CUST_00555,PROD_00203,5,Absolutely loved this! Highly recommended.,2026-04-30 01:54:44
RAT_000249,CUST_01946,PROD_00193,4,"Good product, very satisfied with the purchase.",2026-05-18 07:44:58
RAT_000250,CUST_01141,PROD_00140,4,Value for money. Delivery was fast.,2026-08-02 17:51:24
RAT_000251,CUST_01420,PROD_00173,5,Absolutely loved this! Highly recommended.,2026-04-12 18:39:45
RAT_000252,CUST_00145,PROD_00617,5,Top notch performance and build.,2026-06-11 02:19:45
RAT_000253,CUST_00145,PROD_00624,4,Value for money. Delivery was fast.,2026-06-13 02:22:38
RAT_000254,CUST_00734,PROD_00565,5,Absolutely loved this! Highly recommended.,2026-04-19 04:20:22
RAT_000255,CUST_00734,PROD_00558,5,"Exceptional quality, surpassed expectations!",2026-04-22 04:22:35
RAT_000256,CUST_02178,PROD_00592,3,Meets basic expectations.,2026-05-04 04:01:36
RAT_000257,CUST_00211,PROD_00239,5,Top notch performance and build.,2026-05-01 09:54:19
RAT_000258,CUST_02102,PROD_00033,3,Okay for the price point.,2026-07-06 05:18:12
RAT_000259,CUST_01521,PROD_00009,5,"Exceptional quality, surpassed expectations!",2026-08-19 18:13:00
RAT_000260,CUST_01817,PROD_00265,4,Value for money. Delivery was fast.,2026-05-22 01:14:14
RAT_000261,CUST_02968,PROD_00461,3,Decent purchase. Average experience.,2026-05-10 16:46:04
RAT_000262,CUST_02567,PROD_00210,3,Okay for the price point.,2026-05-19 07:44:06
RAT_000263,CUST_01525,PROD_00228,4,"Good product, very satisfied with the purchase.",2026-05-23 16:31:05
RAT_000264,CUST_00097,PROD_00338,3,Decent purchase. Average experience.,2026-07-23 10:40:11
RAT_000265,CUST_00097,PROD_00365,4,Value for money. Delivery was fast.,2026-07-22 10:45:02
RAT_000266,CUST_02686,PROD_00194,2,Slightly disappointed with specs.,2026-06-12 14:36:07
RAT_000267,CUST_02686,PROD_00176,3,Meets basic expectations.,2026-06-10 14:38:09
RAT_000268,CUST_02136,PROD_00030,3,Okay for the price point.,2026-04-24 09:01:58
RAT_000269,CUST_02153,PROD_00432,4,"Works as described, pleased with quality.",2026-04-09 19:02:46
RAT_000270,CUST_02153,PROD_00431,4,"Works as described, pleased with quality.",2026-04-09 19:05:43
RAT_000271,CUST_02447,PROD_00308,4,"Works as described, pleased with quality.",2026-08-03 05:23:44
RAT_000272,CUST_02322,PROD_00508,4,"Works as described, pleased with quality.",2026-05-23 09:06:34
RAT_000273,CUST_02322,PROD_00511,4,Value for money. Delivery was fast.,2026-05-26 09:09:46
RAT_000274,CUST_02262,PROD_00185,5,Top notch performance and build.,2026-09-09 15:18:30
RAT_000275,CUST_00177,PROD_00484,3,Meets basic expectations.,2026-06-07 19:00:49
RAT_000276,CUST_01930,PROD_00005,5,Absolutely loved this! Highly recommended.,2026-07-10 14:18:44
RAT_000277,CUST_02782,PROD_00202,4,"Works as described, pleased with quality.",2026-04-21 08:41:24
RAT_000278,CUST_01813,PROD_00374,4,"Good product, very satisfied with the purchase.",2026-05-21 02:23:11
RAT_000279,CUST_01557,PROD_00111,4,"Works as described, pleased with quality.",2026-05-21 09:06:27
RAT_000280,CUST_01557,PROD_00113,4,Value for money. Delivery was fast.,2026-05-21 09:10:14
RAT_000281,CUST_02208,PROD_00240,4,Value for money. Delivery was fast.,2026-05-10 18:17:37
